Data,Sentiment
বাজের একটা লিমিট থাকে বাজে বললেও বাজে কে ঘৃণা করা হবে,0
অনেক দিন পর অনেক ভালো একটা নাটক দেখলাম  ,1
খুব ভাল লাগলো বস আরফিন নিশু,1
নাসতিক টারে দেখলে মন খারাপ হয়ে যায়,0
অসাধারন লেগেছেবাট বড় ছেলে এর থেকে বেশী না,1
হায়রে নারী এক ফোনেয় ছেলেটারে পাগল করে দিলি,0
বালের গলপ লিখছে হালায়এইটা কোনো কাহিনী হইলো,0
ধনযবাদ অমি ভাই এত সুনদর একটা মেসেজ দেওয়ার জনয,1
এই রকম নাম না রাখলে বালো হতো,0
নিশো এত ভালো অভিনয় করে যা বলার বাহিরে মাইনড বলোইং,1
পালতু একটা নাটক করছেকোন অরথ নাই,0
বস মোটা হয়ে যাচচ তাই আগের মত ভালো লাগতেছে না,0
অনেক সুনদর একটি নাটকঅনেক ভালো লেগেছে,1
ভাই খুবই ভালো লাগলো তুই বেসট,1
ভাদাইমা টাইপের হয়ে গেছে মোশারফ করিম,0
   একজীবনে সবসময় এরকমি  নাটক চাই কারণ জীবনতো একটাই,1
নাটুক আসলে সেই লাগার মত অপূরব ভাইয়া আর তানজিনা তিশা আপু,1
এইসব বালের নাটক বানায় কোন অটিসটিক,0
সারভিস হোলডা নাটকের পরে আমার কাছে জয়েন ফযামিলিই সেরা,1
সতযি নাটকটি দেখে আমার খুব ভাল লাগলঅসংখয ধনযবাদ,1
আদিখযেতা বেশিততটা ভাল লাগেনি,0
কিছু বলাল নাই অনেক অনেক অসাধারনঅপূব ভাই নাটক অচম,1
এটা ঠিক না নিশো ভাইআপনে তিশা রে  বছর  করসেন ,0
অসাধারণ নাটক বানিয়েছেন  আরিয়ান ভাই,1
অসাধারণ একটা নাটক পরতযেকটা মুহূরত আননদময় ছিল,1
